#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Secreted_SST_KIJ48487.1                                                             -          Hydrophobin          PF01185.20   2.1e-27   90.2  10.6   2.3e-27   90.0  10.6   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ38674.1                                                             -          Hydrophobin          PF01185.20   2.9e-27   89.7   8.9   3.4e-27   89.5   8.9   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ25112.1                                                             -          Hydrophobin          PF01185.20   3.1e-27   89.6  10.6   3.5e-27   89.4  10.6   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ25838.1                                                             -          Hydrophobin          PF01185.20   3.1e-26   86.4  13.7   3.5e-26   86.3  13.7   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ29994.1                                                             -          Hydrophobin          PF01185.20   6.3e-26   85.4   8.9   7.2e-26   85.2   8.9   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ29212.1                                                             -          Hydrophobin          PF01185.20     7e-26   85.3   9.5   8.8e-26   85.0   9.5   1.1   1   0   0   1   1   1   1 -
Secreted_SST_KIJ47881.1                                                             -          Hydrophobin          PF01185.20   1.6e-25   84.2  11.1   2.1e-25   83.8  11.1   1.1   1   0   0   1   1   1   1 -
Secreted_LGO_jgi_LeugonAS2_1_718679_CE718678_13649                                  -          Hydrophobin          PF01185.20   2.2e-25   83.7   7.2   2.5e-25   83.5   7.2   1.0   1   0   0   1   1   1   1 -
Secreted_TMA_KAF8228375.1                                                           -          Hydrophobin          PF01185.20   2.4e-25   83.6  12.1   2.8e-25   83.4  12.1   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ28124.1                                                             -          Hydrophobin          PF01185.20   2.9e-25   83.3  10.5   3.6e-25   83.0  10.5   1.1   1   0   0   1   1   1   1 -
Secreted_LGO_jgi_LeugonAS2_1_2142293_fgenesh1_pg.110___10                           -          Hydrophobin          PF01185.20   4.5e-25   82.7   7.8   5.2e-25   82.5   7.8   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ48488.1                                                             -          Hydrophobin          PF01185.20   5.2e-25   82.5   9.9   5.9e-25   82.3   9.9   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ27927.1                                                             -          Hydrophobin          PF01185.20   1.1e-24   81.4  10.1   1.3e-24   81.2  10.1   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ27928.1                                                             -          Hydrophobin          PF01185.20   1.1e-24   81.4  10.1   1.3e-24   81.2  10.1   1.0   1   0   0   1   1   1   1 -
Secreted_FPI_EPS93503.1                                                             -          Hydrophobin          PF01185.20   3.1e-24   80.0  13.9   4.2e-15   50.8   7.4   2.3   2   0   0   2   2   2   2 -
Secreted_SST_KIJ27929.1                                                             -          Hydrophobin          PF01185.20   5.2e-24   79.3   9.2   6.1e-24   79.1   9.2   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ25017.1                                                             -          Hydrophobin          PF01185.20   5.6e-24   79.2   5.3   6.4e-24   79.0   5.3   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ27926.1                                                             -          Hydrophobin          PF01185.20   5.6e-24   79.2   8.2   8.2e-24   78.7   8.2   1.2   1   0   0   1   1   1   1 -
Secreted_SST_KIJ25094.1                                                             -          Hydrophobin          PF01185.20   6.4e-24   79.0  10.1   7.1e-24   78.9  10.1   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ35373.1                                                             -          Hydrophobin          PF01185.20   1.3e-23   78.0   6.5   1.9e-23   77.5   6.5   1.2   1   0   0   1   1   1   1 -
Secreted_SST_KIJ51965.1                                                             -          Hydrophobin          PF01185.20   1.6e-23   77.7  10.8   1.6e-23   77.7  10.8   1.8   2   0   0   2   2   1   1 -
Secreted_TMA_KAF8241131.1                                                           -          Hydrophobin          PF01185.20   3.4e-23   76.7   8.2   4.1e-23   76.4   8.2   1.1   1   0   0   1   1   1   1 -
Secreted_SST_KIJ48486.1                                                             -          Hydrophobin          PF01185.20   4.5e-23   76.3   8.8   4.5e-23   76.3   8.8   1.8   2   0   0   2   2   1   1 -
Secreted_SST_KIJ38659.1                                                             -          Hydrophobin          PF01185.20   1.4e-22   74.8   4.4   1.6e-22   74.6   4.4   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ27960.1                                                             -          Hydrophobin          PF01185.20   1.7e-21   71.3   3.8     2e-21   71.0   3.8   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ48481.1                                                             -          Hydrophobin          PF01185.20   1.4e-19   65.1   2.7     2e-19   64.6   2.7   1.2   1   0   0   1   1   1   1 -
Secreted_SST_KIJ51363.1                                                             -          Hydrophobin          PF01185.20   2.1e-19   64.6   2.2   2.5e-19   64.3   2.2   1.1   1   0   0   1   1   1   1 -
Secreted_LGO_jgi_LeugonAS2_1_1852652_e_gw1.157.19.1                                 -          Hydrophobin          PF01185.20   2.1e-19   64.5   8.6   2.5e-19   64.3   8.6   1.1   1   0   0   1   1   1   1 -
Secreted_SST_KIJ50778.1                                                             -          Hydrophobin          PF01185.20   2.4e-19   64.3   8.8   2.7e-19   64.2   8.8   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ43735.1                                                             -          Hydrophobin          PF01185.20     7e-19   62.9   6.8   7.9e-19   62.7   6.8   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ22522.1                                                             -          Hydrophobin          PF01185.20   8.2e-19   62.6   4.7   1.1e-18   62.2   4.7   1.2   1   0   0   1   1   1   1 -
Secreted_SST_KIJ53975.1                                                             -          Hydrophobin          PF01185.20     9e-19   62.5   6.4   1.3e-18   62.0   6.4   1.2   1   0   0   1   1   1   1 -
Secreted_FPI_EPT04787.1                                                             -          Hydrophobin          PF01185.20   1.7e-18   61.7   8.0   2.4e-18   61.1   8.0   1.3   1   0   0   1   1   1   1 -
Secreted_SST_KIJ41343.1                                                             -          Hydrophobin          PF01185.20   1.7e-18   61.6   2.5   2.4e-18   61.1   2.5   1.2   1   0   0   1   1   1   1 -
Secreted_SST_KIJ38656.1                                                             -          Hydrophobin          PF01185.20   2.1e-18   61.4   6.3   2.2e-18   61.3   6.3   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ57419.1                                                             -          Hydrophobin          PF01185.20   4.2e-18   60.4   5.9   4.3e-18   60.3   5.9   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ43517.1                                                             -          Hydrophobin          PF01185.20     1e-17   59.1   6.9   1.1e-17   59.0   6.9   1.0   1   0   0   1   1   1   1 -
Secreted_FOL_RSL91729.1                                                             -          Hydrophobin          PF01185.20   1.2e-17   58.9   7.5   1.2e-17   58.9   7.5   1.8   2   0   0   2   2   1   1 -
Secreted_UMA_XP_011391376.1                                                         -          Hydrophobin          PF01185.20   1.7e-17   58.4  11.7     2e-17   58.2  11.7   1.1   1   0   0   1   1   1   1 -
Secreted_SST_KIJ46686.1                                                             -          Hydrophobin          PF01185.20     2e-17   58.2   6.5   2.1e-17   58.1   6.5   1.0   1   0   0   1   1   1   1 -
Secreted_LGO_jgi_LeugonAS2_1_852456_CE852455_197                                    -          Hydrophobin          PF01185.20   3.2e-17   57.5   7.1   3.7e-17   57.3   7.1   1.0   1   0   0   1   1   1   1 -
Secreted_FFL_RSL75671.1                                                             -          Hydrophobin          PF01185.20   4.1e-17   57.2   7.9   4.1e-17   57.2   7.9   1.8   2   0   0   2   2   1   1 -
Secreted_TMA_KAF8239593.1                                                           -          Hydrophobin          PF01185.20   4.3e-17   57.1  11.8   5.1e-17   56.9  11.8   1.1   1   0   0   1   1   1   1 -
Secreted_LGO_jgi_LeugonAS2_1_1862752_e_gw1.426.1.1                                  -          Hydrophobin          PF01185.20   5.1e-17   56.9   7.1   5.8e-17   56.7   7.1   1.0   1   0   0   1   1   1   1 -
Secreted_LGO_jgi_LeugonAS2_1_846020_CE846019_331                                    -          Hydrophobin          PF01185.20   5.1e-17   56.9   7.1   5.8e-17   56.7   7.1   1.0   1   0   0   1   1   1   1 -
Secreted_FPI_EPT04786.1                                                             -          Hydrophobin          PF01185.20   5.5e-17   56.8   9.3     8e-17   56.3   9.3   1.3   1   0   0   1   1   1   1 -
Secreted_SST_KIJ46086.1                                                             -          Hydrophobin          PF01185.20   5.9e-17   56.7   6.6   6.1e-17   56.6   6.6   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ22510.1                                                             -          Hydrophobin          PF01185.20   7.1e-17   56.4   5.2   8.9e-17   56.1   5.2   1.1   1   0   0   1   1   1   1 -
Secreted_SST_KIJ45031.1                                                             -          Hydrophobin          PF01185.20   7.3e-17   56.4   6.5   7.7e-17   56.3   6.5   1.0   1   0   0   1   1   1   1 -
Secreted_UMA_XP_011391123.1                                                         -          Hydrophobin          PF01185.20     2e-16   55.0  11.8   6.6e-16   53.3  11.8   2.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ48245.1                                                             -          Hydrophobin          PF01185.20   2.8e-16   54.5   7.1   2.9e-16   54.5   7.1   1.0   1   0   0   1   1   1   1 -
Secreted_TMA_KAF8241160.1                                                           -          Hydrophobin          PF01185.20   8.9e-16   52.9   5.4   1.1e-15   52.6   5.4   1.1   1   0   0   1   1   1   1 -
Secreted_FPI_EPT04793.1                                                             -          Hydrophobin          PF01185.20   1.1e-15   52.6   6.1   1.1e-15   52.6   6.1   2.4   2   1   0   2   2   2   1 -
Secreted_TMA_KAF8228349.1                                                           -          Hydrophobin          PF01185.20   3.4e-15   51.1  11.2   3.9e-15   50.9  11.2   1.0   1   0   0   1   1   1   1 -
Secreted_TMA_KAF8228350.1                                                           -          Hydrophobin          PF01185.20   8.7e-15   49.7   5.0   8.7e-15   49.7   5.0   1.3   1   1   0   1   1   1   1 -
Secreted_SST_KIJ24468.1                                                             -          Hydrophobin          PF01185.20   2.1e-14   48.5   5.0   2.2e-14   48.5   5.0   1.0   1   0   0   1   1   1   1 -
Secreted_CMI_XP_006673167.1                                                         -          Hydrophobin          PF01185.20   3.8e-14   47.7  12.0   4.6e-14   47.4  12.0   1.1   1   0   0   1   1   1   1 -
Secreted_CMI_XP_006672063.1                                                         -          Hydrophobin          PF01185.20   4.7e-14   47.4   7.0     6e-14   47.1   7.0   1.1   1   0   0   1   1   1   1 -
Secreted_SST_KIJ38673.1                                                             -          Hydrophobin          PF01185.20   1.3e-13   46.0   4.0   1.6e-13   45.7   4.0   1.1   1   0   0   1   1   1   1 -
Secreted_CIM_XP_001242719.1                                                         -          Hydrophobin          PF01185.20   2.2e-13   45.2  10.1   2.8e-13   44.9  10.1   1.1   1   0   0   1   1   1   1 -
Secreted_LGO_jgi_LeugonAS2_1_2032297_fgenesh1_kg.442___89___TRINITY_DN8821_c2_g4_i1 -          Hydrophobin          PF01185.20   2.3e-13   45.2   7.5     3e-13   44.8   7.5   1.1   1   0   0   1   1   1   1 -
Secreted_LGO_jgi_LeugonAS2_1_2001406_fgenesh1_kg.266___90___TRINITY_DN5968_c0_g1_i4 -          Hydrophobin          PF01185.20   1.1e-12   43.0   0.3   1.4e-12   42.6   0.3   1.2   1   0   0   1   1   1   1 -
Secreted_FPI_EPS93504.1                                                             -          Hydrophobin          PF01185.20   1.8e-12   42.3   0.7   2.2e-12   42.0   0.7   1.1   1   0   0   1   1   1   1 -
Secreted_SST_KIJ28433.1                                                             -          Hydrophobin          PF01185.20   1.9e-12   42.3   2.1   1.9e-12   42.2   2.1   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ43733.1                                                             -          Hydrophobin          PF01185.20   2.9e-11   38.5   0.3   3.2e-11   38.3   0.3   1.0   1   0   0   1   1   1   1 -
Secreted_SST_KIJ33381.1                                                             -          Hydrophobin          PF01185.20   4.7e-11   37.8   2.7   4.9e-11   37.7   2.7   1.0   1   0   0   1   1   1   1 -
Secreted_MAN_KID65917.1                                                             -          Hydrophobin          PF01185.20   2.5e-10   35.5  14.1   1.1e-08   30.2  14.0   2.0   1   1   1   2   2   2   1 -
Secreted_LGO_jgi_LeugonAS2_1_1934362_fgenesh1_kg.29___380___TRINITY_DN7585_c0_g3_i2 -          Hydrophobin          PF01185.20   3.4e-10   35.0   8.5   2.4e-08   29.1   8.5   2.0   1   1   0   1   1   1   1 -
Secreted_MAN_KID64441.1                                                             -          Hydrophobin          PF01185.20   3.8e-10   34.9  11.5   6.5e-09   30.9  11.5   2.0   1   1   0   1   1   1   1 -
Secreted_CPA_KAF3767202.1                                                           -          Hydrophobin          PF01185.20   5.4e-10   34.4   2.6   9.1e-10   33.7   2.6   1.3   1   0   0   1   1   1   1 -
Secreted_SST_KIJ49237.1                                                             -          Hydrophobin          PF01185.20   2.1e-09   32.5   1.0   2.3e-09   32.4   1.0   1.0   1   0   0   1   1   1   1 -
Secreted_POR_XP_003720513.1                                                         -          Hydrophobin          PF01185.20   1.1e-08   30.2  10.5   1.7e-08   29.6  10.5   1.3   1   1   0   1   1   1   1 -
Secreted_LGO_jgi_LeugonAS2_1_2032289_fgenesh1_kg.442___81___TRINITY_DN8821_c2_g4_i1 -          Hydrophobin          PF01185.20   4.8e-07   24.9   0.6   2.5e-06   22.6   0.5   2.0   1   1   0   1   1   1   1 -
Secreted_LGO_jgi_LeugonAS2_1_2020602_fgenesh1_kg.369___75___TRINITY_DN8651_c2_g5_i1 -          Hydrophobin          PF01185.20   2.8e-06   22.5   0.4   3.6e-06   22.1   0.4   1.2   1   0   0   1   1   1   1 -
Secreted_MAN_KID65291.1                                                             -          Hydrophobin          PF01185.20   5.9e-06   21.4  13.9   0.00011   17.4  14.2   2.6   1   1   1   2   2   2   1 -
Secreted_SST_KIJ28306.1                                                             -          Hydrophobin          PF01185.20   1.4e-05   20.2   0.1     3e-05   19.2   0.0   1.6   1   1   1   2   2   1   1 -
Secreted_SST_KIJ29993.1                                                             -          Hydrophobin          PF01185.20   1.9e-05   19.8   0.0   2.9e-05   19.2   0.0   1.2   1   0   0   1   1   1   1 -
Secreted_LGO_jgi_LeugonAS2_1_1931514_fgenesh1_kg.22___214___TRINITY_DN8651_c2_g5_i1 -          Hydrophobin          PF01185.20   2.1e-05   19.7   1.0   2.9e-05   19.2   1.0   1.2   1   0   0   1   1   1   1 -
Secreted_OCA_KAF4582875.1                                                           -          Hydrophobin          PF01185.20   2.2e-05   19.6  12.2    0.0007   14.8  12.5   2.1   1   1   1   2   2   2   1 -
Secreted_EFE_QPG95159.1                                                             -          Hydrophobin          PF01185.20   3.3e-05   19.0   4.1   3.3e-05   19.0   4.1   2.0   1   1   1   2   2   2   1 -
Secreted_SST_KIJ43880.1                                                             -          Hydrophobin          PF01185.20   3.8e-05   18.8   0.1     7e-05   18.0   0.0   1.5   1   1   0   1   1   1   1 -
Secreted_LGO_jgi_LeugonAS2_1_2140035_fgenesh1_pg.22___14                            -          Hydrophobin          PF01185.20   6.9e-05   18.0   0.7   7.7e-05   17.9   0.7   1.1   1   0   0   1   1   1   1 -
Secreted_MAN_KID60925.1                                                             -          Hydrophobin          PF01185.20   0.00011   17.4   4.8   0.00013   17.2   4.8   1.2   1   0   0   1   1   1   1 -
Secreted_OCA_KAF4595874.1                                                           -          Hydrophobin          PF01185.20   0.00012   17.2   3.4   0.00012   17.2   3.4   2.1   1   1   1   2   2   2   1 -
Secreted_MAN_KID59956.1                                                             -          Hydrophobin          PF01185.20   0.00025   16.2   5.6   0.00025   16.2   5.6   2.1   1   1   1   2   2   2   1 -
Secreted_POR_XP_003716609.1                                                         -          Hydrophobin          PF01185.20   0.00035   15.8   3.7   0.00069   14.8   3.7   1.5   1   1   0   1   1   1   1 -
Secreted_MAN_KID67022.1                                                             -          Hydrophobin          PF01185.20     0.013   10.8  10.1      0.54    5.5  10.6   2.0   1   1   1   2   2   2   0 -
Secreted_OCA_KAF4595409.1                                                           -          Hydrophobin          PF01185.20     0.024    9.8   8.7     0.033    9.4   0.6   2.3   1   1   1   2   2   2   0 -
Secreted_EMU_KAF7747203.1                                                           -          Hydrophobin          PF01185.20      0.19    7.0   8.3      0.78    5.0   2.2   2.9   2   1   1   3   3   2   0 -
Secreted_EFE_QPG98633.1     -          Hydrophobin_2        PF06766.13   3.3e-78  252.2  51.6   5.6e-28   91.3  10.5   3.2   3   0   0   3   3   3   3 -
Secreted_OCA_KAF4594860.1   -          Hydrophobin_2        PF06766.13   4.8e-30   97.9   9.2   5.8e-30   97.7   9.2   1.1   1   0   0   1   1   1   1 -
Secreted_FOL_RSM10076.1     -          Hydrophobin_2        PF06766.13   8.1e-30   97.2   8.5   9.3e-30   97.0   8.5   1.0   1   0   0   1   1   1   1 -
Secreted_FFL_RSL79405.1     -          Hydrophobin_2        PF06766.13     1e-29   96.9   8.5   1.2e-29   96.6   8.5   1.0   1   0   0   1   1   1   1 -
Secreted_CPA_KAF3766717.1   -          Hydrophobin_2        PF06766.13     1e-29   96.8   9.1   1.3e-29   96.6   9.1   1.1   1   0   0   1   1   1   1 -
Secreted_CPA_KAF3762058.1   -          Hydrophobin_2        PF06766.13   1.5e-29   96.3  10.8   1.8e-29   96.1  10.8   1.1   1   0   0   1   1   1   1 -
Secreted_NCR_XP_959282.2    -          Hydrophobin_2        PF06766.13   1.7e-29   96.1  10.3     2e-29   95.9  10.3   1.0   1   0   0   1   1   1   1 -
Secreted_MAN_KID61828.1     -          Hydrophobin_2        PF06766.13   2.2e-29   95.8   7.9   2.5e-29   95.6   7.9   1.0   1   0   0   1   1   1   1 -
Secreted_THA_XP_024771806.1 -          Hydrophobin_2        PF06766.13   2.2e-29   95.8  13.6   2.6e-29   95.6  13.6   1.1   1   0   0   1   1   1   1 -
Secreted_THA_XP_024773602.1 -          Hydrophobin_2        PF06766.13   3.4e-29   95.2  12.1   3.9e-29   95.0  12.1   1.1   1   0   0   1   1   1   1 -
Secreted_VNO_XP_028493055.1 -          Hydrophobin_2        PF06766.13   3.8e-29   95.1   9.8   4.4e-29   94.8   9.8   1.0   1   0   0   1   1   1   1 -
Secreted_POR_XP_003714057.1 -          Hydrophobin_2        PF06766.13   9.9e-29   93.7   8.3   1.2e-28   93.5   8.3   1.1   1   0   0   1   1   1   1 -
Secreted_POR_XP_003717406.1 -          Hydrophobin_2        PF06766.13   1.8e-28   92.9   9.7   2.5e-28   92.4   9.7   1.2   1   0   0   1   1   1   1 -
Secreted_CMI_XP_006668751.1 -          Hydrophobin_2        PF06766.13   2.3e-28   92.6   6.4   2.7e-28   92.3   6.4   1.1   1   0   0   1   1   1   1 -
Secreted_POR_XP_016845963.1 -          Hydrophobin_2        PF06766.13   1.3e-27   90.2  10.6   1.6e-27   89.9  10.6   1.1   1   0   0   1   1   1   1 -
Secreted_VNO_XP_028491998.1 -          Hydrophobin_2        PF06766.13   2.6e-27   89.2  11.0   2.8e-27   89.0  11.0   1.0   1   0   0   1   1   1   1 -
Secreted_VNO_XP_028496519.1 -          Hydrophobin_2        PF06766.13   4.2e-27   88.5  11.7   4.9e-27   88.3  11.7   1.1   1   0   0   1   1   1   1 -
Secreted_CMI_XP_006672055.1 -          Hydrophobin_2        PF06766.13   6.9e-27   87.8   3.8     8e-27   87.6   3.8   1.0   1   0   0   1   1   1   1 -
Secreted_VNO_XP_028493066.1 -          Hydrophobin_2        PF06766.13   2.9e-26   85.8  12.1   3.8e-26   85.4  12.1   1.2   1   0   0   1   1   1   1 -
Secreted_THA_XP_024780278.1 -          Hydrophobin_2        PF06766.13   2.2e-24   79.8  11.7   2.5e-24   79.6  11.7   1.0   1   0   0   1   1   1   1 -
Secreted_THA_XP_024780126.1 -          Hydrophobin_2        PF06766.13   7.6e-21   68.5   6.1     9e-21   68.2   6.1   1.1   1   0   0   1   1   1   1 -
Secreted_THA_XP_024779844.1 -          Hydrophobin_2        PF06766.13   2.3e-20   66.9   3.2     3e-20   66.5   3.2   1.2   1   0   0   1   1   1   1 -
Secreted_VNO_XP_028497054.1 -          Hydrophobin_2        PF06766.13   3.1e-19   63.3   8.1   3.8e-19   63.0   8.1   1.1   1   0   0   1   1   1   1 -
Secreted_THA_XP_024777851.1 -          Hydrophobin_2        PF06766.13   6.4e-19   62.3   8.1   7.3e-19   62.1   8.1   1.0   1   0   0   1   1   1   1 -
Secreted_THA_XP_024776623.1 -          Hydrophobin_2        PF06766.13     1e-18   61.7   8.4   1.2e-18   61.4   8.4   1.0   1   0   0   1   1   1   1 -
Secreted_OCA_KAF4594605.1   -          Hydrophobin_2        PF06766.13   1.3e-05   19.7   8.2   2.8e-05   18.6   8.2   1.6   1   0   0   1   1   1   1 -
Secreted_OCA_KAF4589727.1   -          Hydrophobin_2        PF06766.13   0.00081   13.9   0.5    0.0013   13.2   0.5   1.3   1   0   0   1   1   1   1 -
Secreted_MAN_KID71615.1     -          Hydrophobin_2        PF06766.13      0.07    7.7  31.8     0.035    8.7   4.2   3.9   1   1   2   4   4   4   0 -
Secreted_SST_KIJ51965.1 -          Ice_binding          PF11999.10   1.6e-58  192.3  18.4   1.6e-58  192.3  18.4   2.3   2   0   0   2   2   2   1 -
Secreted_PRU_jgi_Orpsp1_1_1185793_evm.model.c7180000095317.1 -          Inhibitor_I66        PF16850.7     0.0021   12.5   3.4   0.00097   13.6   0.4   2.0   2   1   1   3   3   3   1 -
Secreted_PRU_jgi_Orpsp1_1_1185973_evm.model.c7180000096272.1 -          Inhibitor_I66        PF16850.7      0.019    9.4   4.2    0.0065   10.9   0.4   2.3   2   1   0   2   2   2   0 -
Secreted_CIM_XP_001246119.2 -          KAR9                 PF08580.12     0.023    7.7   8.2     0.024    7.6   8.2   1.0   1   0   0   1   1   1   0 -
Secreted_RAL_EPZ34924.1 -          Kinase-like          PF14531.8    2.7e-10   34.5   0.0   1.4e-09   32.2   0.0   2.1   2   0   0   2   2   2   1 -
Secreted_SPU_XP_016606241.1 -          Knl1_RWD_C           PF18210.3        5.5    1.8  14.7      0.18    6.7   4.9   3.1   2   1   0   2   2   2   0 -
Secreted_LGO_jgi_LeugonAS2_1_2020602_fgenesh1_kg.369___75___TRINITY_DN8651_c2_g5_i1 -          KRE1                 PF17056.7     0.0013   13.0   0.3    0.0025   12.1   0.0   1.5   2   0   0   2   2   2   1 -
Secreted_LGO_jgi_LeugonAS2_1_2140035_fgenesh1_pg.22___14                            -          KRE1                 PF17056.7     0.0046   11.2   0.0    0.0066   10.8   0.0   1.2   1   0   0   1   1   1   1 -
Secreted_FPI_EPS93503.1 -          K_channel_TID        PF07941.13      0.37    5.9  14.6     0.026    9.5   5.8   2.5   2   0   0   2   2   2   0 -
Secreted_NCR_XP_960694.2    -          LapA_dom             PF06305.13    0.0043   11.4   1.2     0.009   10.4   1.2   1.4   1   0   0   1   1   1   1 -
Secreted_POR_XP_003717407.1 -          LapA_dom             PF06305.13    0.0043   11.4   0.2    0.0083   10.5   0.2   1.4   1   0   0   1   1   1   1 -
Secreted_VNO_XP_028492308.1 -          Late_protein_L2      PF00513.20         6    0.2  16.6       9.4   -0.4  16.6   1.3   1   0   0   1   1   1   0 -
Secreted_SPU_XP_016606241.1 -          Ldl_recept_a         PF00057.20   0.00011   17.0   1.6   0.00011   17.0   1.6   3.8   4   1   0   4   4   4   1 -
Secreted_FFL_RSL86534.1     -          Lipase_2             PF01674.20   5.7e-05   17.3   0.3     9e-05   16.6   0.3   1.3   1   0   0   1   1   1   1 -
Secreted_FOL_RSL93466.1     -          Lipase_2             PF01674.20   5.7e-05   17.3   0.3     9e-05   16.6   0.3   1.3   1   0   0   1   1   1   1 -
Secreted_VNO_XP_028491691.1 -          Lipase_2             PF01674.20    0.0018   12.4   1.2    0.0026   11.8   1.2   1.3   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1190965_evm.model.d7180000082537.1 -          LRR_1                PF00560.35   4.5e-11   36.6  37.6     0.013   10.9   0.6  10.1   9   1   1  10  10  10   7 -
Secreted_PRU_jgi_Orpsp1_1_1190965_evm.model.d7180000082537.1 -          LRR_2                PF07723.15     0.033    9.5   6.3      0.47    5.9   0.0   4.6   5   1   1   6   6   6   0 -
Secreted_PRU_jgi_Orpsp1_1_1190965_evm.model.d7180000082537.1 -          LRR_4                PF12799.9    2.3e-13   44.7  44.1   3.9e-06   21.8   7.4   6.3   3   2   4   7   7   7   7 -
Secreted_PRU_jgi_Orpsp1_1_1190965_evm.model.d7180000082537.1 -          LRR_6                PF13516.8    4.6e-09   30.4  21.0    0.0079   11.0   0.4   7.6   7   0   0   7   7   7   6 -
Secreted_PRU_jgi_Orpsp1_1_1190965_evm.model.d7180000082537.1 -          LRR_8                PF13855.8    2.1e-25   82.9  70.5   1.4e-08   29.0   7.2   4.7   1   1   5   6   6   6   6 -
Secreted_OCA_KAF4583157.1 -          LTP_2                PF14368.8        1.4    3.8  14.1      0.12    7.2   0.2   3.6   4   1   0   4   4   4   0 -
Secreted_FFL_RSL89167.1 -          Lustrin_cystein      PF14625.8       0.33    6.0  28.2     0.014   10.3   5.5   3.7   3   2   1   4   4   4   0 -
Secreted_EFE_QPG94900.1 -          Macoilin             PF09726.11      0.08    5.9   5.3     0.091    5.8   5.3   1.1   1   0   0   1   1   1   0 -
Secreted_CAL_XP_715565.1 -          MannoseP_isomer      PF01050.20   0.00056   14.4   0.1   0.00078   14.0   0.1   1.1   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1179675_evm.model.c7180000070299.1 -          Med13_C              PF06333.14     0.014    9.2   8.0      0.02    8.7   8.0   1.2   1   0   0   1   1   1   0 -
Secreted_PRU_jgi_Orpsp1_1_1188535_evm.model.d7180000065562.1 -          Med13_N              PF11597.10   0.00087   13.3   0.0    0.0015   12.5   0.0   1.4   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1179675_evm.model.c7180000070299.1 -          Med3                 PF11593.10       6.9    0.3  19.0        11   -0.3  19.0   1.2   1   0   0   1   1   1   0 -
Secreted_RAL_EPZ34924.1 -          MEKK4_N              PF19431.1     0.0021   10.3  12.6    0.0045    9.1   0.2   3.8   4   1   0   5   5   5   3 -
Secreted_RMI_XP_023462805.1                                  -          Menin                PF05053.15    0.0016   11.4   4.5     0.002   11.0   4.5   1.1   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1176284_evm.model.c7180000057039.1 -          Menin                PF05053.15    0.0091    8.9   7.2      0.01    8.7   7.2   1.2   1   0   0   1   1   1   1 -
Secreted_FAL_XP_009493203.1                                  -          Metallophos          PF00149.30   6.2e-20   67.1   1.4   7.9e-20   66.7   0.3   1.8   2   0   0   2   2   2   1 -
Secreted_PRU_jgi_Orpsp1_1_1177652_evm.model.c7180000062316.1 -          Metallophos          PF00149.30   8.1e-18   60.2   0.9   2.4e-17   58.7   0.9   1.9   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1179675_evm.model.c7180000070299.1 -          Metallophos          PF00149.30   4.1e-17   57.9   0.9   4.1e-17   57.9   0.9   1.9   2   0   0   2   2   2   1 -
Secreted_PRU_jgi_Orpsp1_1_1179010_evm.model.c7180000067566.1 -          Metallophos          PF00149.30   1.3e-16   56.2   1.6   1.3e-16   56.2   1.6   1.7   2   0   0   2   2   2   1 -
Secreted_PRU_jgi_Orpsp1_1_1177837_evm.model.c7180000063059.1 -          Metallophos          PF00149.30   1.8e-14   49.2   1.5   1.8e-14   49.2   1.5   2.6   2   0   0   2   2   2   1 -
Secreted_PIN_XP_002895874.1                                  -          Metallophos          PF00149.30   5.8e-13   44.3   0.2   2.2e-12   42.4   0.2   1.9   1   1   0   1   1   1   1 -
